1,-0.4578857,-0.4578857,-0.1912842,-0.7246094,-0.1912842,-0.7246094,0,0.0006952286,0,0,-0.02037077,0,0
2,-0.2984619,-0.2984619,-0.1165771,-0.4802246,-0.1165771,-0.4802246,0,0.0005320683,0,0,-0.01411518,0,0
3,-0.2388916,-0.2388916,-0.1154785,-0.3625488,-0.1154785,-0.3625488,0,0.0004188381,0,0,-0.009801559,0,0
4,-0.2130127,-0.2130127,-0.1297607,-0.2960205,-0.1297607,-0.2960205,0,0.000340201,0,0,-0.006811321,0,0
5,-0.1977539,-0.1977539,-0.1425781,-0.2529297,-0.1425781,-0.2529297,0,0.0002855659,0,0,-0.004738376,0,0
6,-0.1813965,-0.1813965,-0.1453857,-0.2175293,-0.1453857,-0.2175293,0,0.0002475381,0,0,-0.003307253,0,0
7,-0.1809082,-0.1809082,-0.1582031,-0.2036133,-0.1582031,-0.2036133,0,0.0002210289,0,0,-0.002308518,0,0
8,-0.1727295,-0.1727295,-0.1590576,-0.1864014,-0.1590576,-0.1864014,0,0.0002025142,0,0,-0.001623467,0,0
9,-0.157959,-0.157959,-0.1507568,-0.1651611,-0.1507568,-0.1651611,0,0.0001895353,0,0,-0.001141429,0,0
10,-0.1602783,-0.1602783,-0.1573486,-0.163208,-0.1573486,-0.163208,0,0.0001803786,0,0,-0.0008111745,0,0
11,-0.1480713,-0.1480713,-0.1479492,-0.1481934,-0.1479492,-0.1481934,0,0.0001738705,0,0,-0.0005857646,0,0
12,-0.145874,-0.145874,-0.1477051,-0.1439209,-0.1477051,-0.1439209,0,0.0001691468,0,0,-0.0004308373,0,0
13,-0.1392822,-0.1392822,-0.1425781,-0.1361084,-0.1425781,-0.1361084,0,0.0001656637,0,0,-0.0003236234,0,0
14,-0.1385498,-0.1385498,-0.1425781,-0.1346436,-0.1425781,-0.1346436,0,0.0001630262,0,0,-0.0002509952,0,0
15,-0.1362305,-0.1362305,-0.1407471,-0.1314697,-0.1407471,-0.1314697,0,0.0001609512,0,0,-0.000205487,0,0
16,-0.119873,-0.119873,-0.1248779,-0.1151123,-0.1248779,-0.1151123,0,0.0001592524,0,0,-0.0001712888,0,0
17,-0.1218262,-0.1218262,-0.1268311,-0.1166992,-0.1268311,-0.1166992,0,0.0001577511,0,0,-0.0001550466,0,0
18,-0.119873,-0.119873,-0.125,-0.1147461,-0.125,-0.1147461,0,0.0001564026,0,0,-0.0001418293,0,0
