time,P,Q,R,Phi,Theta,Psi,U,V,W,X,Y,Z,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,THR1,THR2,THR3,TJR4,THR5,THR6,Phi_cmd,Theta_cmd,Psi_cmd,Alt_cmd,X_cmd,Y_cmd,Ax,Ay,Az,Fault_M1,Fault_M2,Fault_M3,Fault_M4,Fault_M5,Fault_M6
3.88,0.00051196446,0.00075228575,0.0011101328,0.0004275875,0.00048289747,8.6562354e-05,-0.00025030174,0.00015483965,-0.22825804,-2.3917993e-05,-2.1549731e-05,3.3623882,3343.0513,3342.5832,3342.4568,3342.1449,3342.613,3342.7394,29.371231,29.365422,29.363854,29.359983,29.365793,29.36736,-0.00036950702,-0.00038301874,0,3,0,0,0.0010042715,0.00094731999,9.7206544,1,1,1,1,1,1
3.89,0.00057453911,0.00080954424,0.0012835377,0.00042233175,0.00048001695,8.7834926e-05,-0.00020371966,0.00011434435,-0.22913396,-2.7289146e-05,-1.9232667e-05,3.3601012,3343.5194,3343.0238,3342.9042,3342.5709,3343.0666,3343.1861,29.37704,29.370889,29.369406,29.36527,29.371421,29.372904,-0.00037451646,-0.00039189746,0,3,0,0,0.0011864606,0.0011174451,9.7235629,1,1,1,1,1,1
3.9,0.0013126913,0.0015427001,0.0021392667,0.00041590502,0.00047591392,8.907826e-05,-0.00015776274,7.469476e-05,-0.22998274,-3.0193605e-05,-1.7326133e-05,3.3578056,3344.1415,3343.4336,3343.3109,3342.8363,3343.5443,3343.667,29.38476,29.375975,29.374452,29.368564,29.377349,29.378872,-0.00037813708,-0.00039942274,0,3,0,0,0.002052289,0.0019695948,9.7271361,1,1,1,1,1,1
3.91,-0.0033873656,-0.0031615294,-0.002433063,0.00040822254,0.00047050853,9.028617e-05,-0.00011257493,3.603097e-05,-0.23080457,-3.2635237e-05,-1.5823984e-05,3.3555017,3343.4891,3344.0589,3344.0219,3344.3697,3343.7999,3343.837,29.376664,29.383736,29.383275,29.387592,29.380521,29.380981,-0.00038017073,-0.00040541037,0,3,0,0,-0.0025082913,-0.0026065744,9.7252636,1,1,1,1,1,1
3.92,0.00066610529,0.00088538881,0.0017354742,0.00039924445,0.00046375995,9.1454622e-05,-6.829907e-05,-1.5089102e-06,-0.23159961,-3.4619184e-05,-1.4718847e-05,3.3531896,3344.8773,3344.3286,3344.2358,3343.8559,3344.4046,3344.4975,29.393891,29.387082,29.38593,29.381216,29.388025,29.389177,-0.00038059067,-0.00040982431,0,3,0,0,0.0016681462,0.0015616135,9.7321133,1,1,1,1,1,1
3.93,-0.0019134771,-0.0017032159,-0.00074257766,0.00038919295,0.00045585453,9.2592876e-05,-2.5016659e-05,-3.785823e-05,-0.23236807,-3.6151861e-05,-1.4002126e-05,3.3508698,3344.7106,3344.8625,3344.8203,3344.8903,3344.7385,3344.7807,29.391823,29.393707,29.393183,29.394053,29.392168,29.392692,-0.00038008744,-0.00041324977,0,3,0,0,-0.00080180898,-0.00091804569,9.7322974,1,1,1,1,1,1
3.94,-0.0065417542,-0.0063417214,-0.0052742912,0.00037809657,0.00044681133,9.3700155e-05,1.716332e-05,-7.291915e-05,-0.23311012,-3.7240848e-05,-1.3664134e-05,3.3485423,3344.0608,3345.4757,3345.5173,3346.4013,3344.9865,3344.9449,29.383759,29.401316,29.401833,29.412803,29.395246,29.394729,-0.00037831473,-0.00041537457,0,3,0,0,-0.0053259194,-0.0054508231,9.7304095,1,1,1,1,1,1
3.95,-0.0014827596,-0.0012994125,-0.00016136533,0.00036618791,0.00043682671,9.478607e-05,5.8180501e-05,-0.00010665042,-0.23382595,-3.7894819e-05,-1.3694184e-05,3.3462076,3345.6686,3345.6963,3345.663,3345.648,3345.6204,3345.6536,29.403711,29.404054,29.403642,29.403455,29.403112,29.403525,-0.0003758218,-0.00041666281,0,3,0,0,-0.00021303139,-0.00033451287,9.7381456,1,1,1,1,1,1
3.96,0.001486352,0.001647895,0.0028277037,0.00035396271,0.00042632579,9.5873712e-05,9.8062387e-05,-0.00013911253,-0.23451574,-3.8123333e-05,-1.4080834e-05,3.3438659,3346.7828,3345.9986,3345.922,3345.3818,3346.166,3346.2426,29.417537,29.407806,29.406855,29.400151,29.409883,29.410833,-0.00037364183,-0.00041799893,0,3,0,0,0.0027751699,0.002655497,9.7437378,1,1,1,1,1,1
3.97,0.00079021237,0.00093149691,0.0021636766,0.00034150738,0.00041538061,9.6965296e-05,0.00013678177,-0.00017030281,-0.23517968,-3.7936507e-05,-1.4812271e-05,3.3415174,3347.0374,3346.4449,3346.385,3345.9684,3346.561,3346.6208,29.420697,29.413344,29.412601,29.407431,29.414784,29.415527,-0.00037113848,-0.00041882386,0,3,0,0,0.0021155205,0.0019882397,9.7456593,1,1,1,1,1,1
3.98,-2.3018907e-05,0.00010105772,0.0014044647,0.00032860285,0.00040380015,9.8047524e-05,0.00017424115,-0.00020013724,-0.23581796,-3.7344918e-05,-1.5876425e-05,3.3391624,3347.262,3346.8919,3346.8525,3346.5785,3346.9485,3346.988,29.423484,29.418891,29.418402,29.415001,29.419594,29.420083,-0.00036746751,-0.00041840012,0,3,0,0,0.0013633743,0.0012256806,9.7474683,1,1,1,1,1,1
3.99,0.00031801737,0.00042647235,0.0018104125,0.0003150743,0.0003914328,9.9109429e-05,0.00021033364,-0.00022852072,-0.23643075,-3.6359762e-05,-1.7260791e-05,3.3368011,3347.7529,3347.2888,3347.2523,3346.9156,3347.3796,3347.4162,29.429575,29.423817,29.423363,29.419185,29.424943,29.425397,-0.00036248365,-0.00041659599,0,3,0,0,0.0017766662,0.0016296687,9.7504247,1,1,1,1,1,1
4,-0.0011099334,-0.0010160165,0.00045422581,0.00030083795,0.00037820653,0.0001001447,0.0002449605,-0.00025536728,-0.23701826,-3.4992999e-05,-1.8952259e-05,3.3344339,3347.8268,3347.7535,3347.7491,3347.6631,3347.7363,3347.7407,29.430492,29.429583,29.429529,29.42846,29.42937,29.429424,-0.00035624681,-0.0004134576,0,3,0,0,0.00042853458,0.00027194986,9.7516008,1,1,1,1,1,1
4.01,0.0024729575,0.0025524663,0.0041086026,0.00028584029,0.00036407616,0.00010114854,0.00027802335,-0.00028059112,-0.23758066,-3.3257437e-05,-2.0937017e-05,3.3320608,3349.0675,3348.0129,3347.9603,3347.2369,3348.2916,3348.3441,29.445889,29.432802,29.43215,29.423173,29.43626,29.436912,-0.00034872632,-0.00040895284,0,3,0,0,0.0040902268,0.0039260845,9.7577689,1,1,1,1,1,1
4.02,0.0025151031,0.0025820152,0.0042335371,0.00027006904,0.00034903268,0.0001021182,0.00030943105,-0.00030411448,-0.23811815,-3.116676e-05,-2.3200519e-05,3.3296823,3349.4775,3348.4113,3348.3687,3347.635,3348.7012,3348.7437,29.450976,29.437746,29.437218,29.428113,29.441343,29.441871,-0.00033997334,-0.00040312081,0,3,0,0,0.0042256807,0.0040488661,9.7603897,1,1,1,1,1,1
4.03,-0.0035815428,-0.0035230185,-0.0017522213,0.00025327718,0.00033286418,0.00010303883,0.00033903379,-0.00032579149,-0.23863091,-2.8735581e-05,-2.5727421e-05,3.3272986,3348.45,3349.053,3349.1217,3349.4639,3348.8608,3348.7921,29.438225,29.445709,29.446562,29.450808,29.443324,29.442471,-0.00032925526,-0.00039532206,0,3,0,0,-0.0017455678,-0.0019398956,9.7568828,1,1,1,1,1,1
4.04,-0.0041462335,-0.0040970703,-0.0022145783,0.00023530288,0.00031543257,0.00010389982,0.00036667806,-0.00034547174,-0.23911913,-2.5979615e-05,-2.850138e-05,3.3249098,3348.7104,3349.4688,3349.5595,3349.9982,3349.2398,3349.149,29.441457,29.450868,29.451995,29.457438,29.448026,29.4469,-0.00031647301,-0.00038546521,0,3,0,0,-0.0021983494,-0.0023999915,9.7588802,1,1,1,1,1,1
4.05,-0.0033748812,-0.0033408265,-0.0013832921,0.00021647062,0.00029702081,0.00010471525,0.00039231816,-0.00036312912,-0.23958299,-2.2915768e-05,-3.1504948e-05,3.3225163,3349.2767,3349.8284,3349.9172,3350.2198,3349.6681,3349.5793,29.448485,29.455331,29.456434,29.460188,29.453342,29.45224,-0.00030285594,-0.00037460875,0,3,0,0,-0.001363629,-0.0015636685,9.7621504,1,1,1,1,1,1
4.06,-0.0034086154,-0.0033944931,-0.0013933534,0.00019720447,0.00027799839,0.00010550416,0.00041596465,-0.00037880214,-0.2400227,-1.9561912e-05,-3.4719832e-05,3.3201182,3349.6494,3350.2181,3350.3157,3350.6285,3350.0598,3349.9622,29.45311,29.460167,29.461378,29.46526,29.458202,29.456991,-0.00028905653,-0.00036331261,0,3,0,0,-0.0013727952,-0.0015693728,9.7645587,1,1,1,1,1,1
4.07,-0.0066133746,-0.006622793,-0.0046028066,0.00017783324,0.00025865312,0.00010628078,0.00043764138,-0.00039254411,-0.24043843,-1.5936534e-05,-3.8127293e-05,3.3177159,3349.276,3350.733,3350.8886,3351.7765,3350.3196,3350.164,29.448476,29.466556,29.468487,29.479506,29.461426,29.459495,-0.00027523405,-0.00035171157,0,3,0,0,-0.0045833129,-0.0047749371,9.7637475,1,1,1,1,1,1
4.08,-0.0024585083,-0.0024969643,-0.00049532012,0.00015869901,0.00023928548,0.00010706008,0.00045740288,-0.00040444302,-0.24083037,-1.205845e-05,-4.1708477e-05,3.3153095,3350.6169,3350.949,3351.0412,3351.2036,3350.8715,3350.7793,29.465116,29.469237,29.470381,29.472397,29.468275,29.467132,-0.0002617571,-0.0003401237,0,3,0,0,-0.00048273475,-0.00066125137,9.7702322,1,1,1,1,1,1
4.09,-0.00090032072,-0.00097161137,0.00098361185,0.00014026373,0.00022030134,0.0001078634,0.00047536581,-0.00041465759,-0.24119872,-7.9464823e-06,-4.5444781e-05,3.3128993,3351.3465,3351.2672,3351.3354,3351.2354,3351.3147,3351.2464,29.474169,29.473185,29.474032,29.472791,29.473775,29.472928,-0.00024937818,-0.00032920196,0,3,0,0,0.00098851598,0.00082150455,9.774068,1,1,1,1,1,1
4.1,-0.0013114304,-0.0014144436,0.00049475623,0.00012265567,0.00020181951,0.0001086953,0.00049160553,-0.00042329748,-0.24154366,-3.6191276e-06,-4.931823e-05,3.3104856,3351.6129,3351.6613,3351.7372,3351.7236,3351.6752,3351.5993,29.477476,29.478076,29.479018,29.478849,29.478249,29.477307,-0.00023763582,-0.00031855111,0,3,0,0,0.00049493399,0.00033356067,9.7759173,1,1,1,1,1,1
4.11,0.0033335968,0.0032008754,0.0050686964,0.00010581,0.00018379352,0.00010955084,0.00050615896,-0.00043042644,-0.24186539,9.0558811e-07,-5.3311634e-05,3.3080685,3353.0583,3351.8481,3351.8506,3351.0262,3352.2363,3352.2338,29.495412,29.480395,29.480426,29.470195,29.485212,29.485181,-0.0002260858,-0.00030779312,0,3,0,0,0.005065051,0.0049083867,9.7828109,1,1,1,1,1,1
4.12,-0.0015226421,-0.001679871,0.00016959783,8.9588971e-05,0.00016611537,0.00011042165,0.00051904165,-0.00043608183,-0.24216408,5.6100803e-06,-5.7408547e-05,3.3056484,3352.2815,3352.4138,3352.4977,3352.5442,3352.412,3352.328,29.485773,29.487414,29.488456,29.489033,29.487392,29.48635,-0.00021447103,-0.00029671343,0,3,0,0,0.00016781712,7.0556757e-06,9.7802142,1,1,1,1,1,1
4.13,-0.001505794,-0.0016831314,0.00016551314,7.3633906e-05,0.00014848694,0.00011128831,0.0005302011,-0.00044022072,-0.24243994,1.047706e-05,-6.1593083e-05,3.3032253,3352.6413,3352.7792,3352.8676,3352.9191,3352.7812,3352.6928,29.490238,29.491949,29.493046,29.493685,29.491974,29.490877,-0.00020196976,-0.00028460928,0,3,0,0,0.00016565701,3.3607246e-06,9.7824947,1,1,1,1,1,1
4.14,-0.00074721778,-0.00094420584,0.00089685663,5.7913017e-05,0.00013089382,0.00011214816,0.00053963626,-0.00044285797,-0.24269315,1.5489322e-05,-6.5849663e-05,3.3007996,3353.1708,3353.1117,3353.1921,3353.1176,3353.1767,3353.0963,29.496808,29.496075,29.497073,29.496149,29.496882,29.495883,-0.0001891595,-0.0002719894,0,3,0,0,0.00089650441,0.0007373051,9.7854914,1,1,1,1,1,1
4.15,-0.0039520296,-0.0041675382,-0.0023369887,4.2474765e-05,0.0001133915,0.0001130027,0.00054736753,-0.00044403154,-0.24292391,2.0629689e-05,-7.0162924e-05,3.2983715,3352.7706,3353.6006,3353.7368,3354.2391,3353.4091,3353.2729,29.491842,29.502142,29.503832,29.510065,29.499766,29.498076,-0.00017627868,-0.00025906928,0,3,0,0,-0.0023374407,-0.002494477,9.7845039,1,1,1,1,1,1
4.16,0.00021905279,-1.5734811e-05,0.0017896634,2.7371218e-05,9.6038956e-05,0.00011385369,0.0005534205,-0.00044378372,-0.24313239,2.5881056e-05,-7.4517768e-05,3.2959412,3354.0902,3353.7895,3353.8614,3353.6342,3353.9349,3353.863,29.508217,29.504486,29.505378,29.502559,29.50629,29.505398,-0.00016337917,-0.00024590347,0,3,0,0,0.0017856851,0.0016365275,9.7908571,1,1,1,1,1,1
4.17,0.0031172325,0.0028634975,0.0046354696,1.2796611e-05,7.9018608e-05,0.00011471019,0.0005578641,-0.00044220514,-0.2433188,3.1226483e-05,-7.889945e-05,3.293509,3355.1088,3354.0266,3354.0541,3353.3236,3354.4058,3354.3783,29.520858,29.507429,29.507769,29.498704,29.512134,29.511793,-0.00015096881,-0.00023294213,0,3,0,0,0.0046291086,0.0044845323,9.7959101,1,1,1,1,1,1
4.18,0.0015999276,0.0013329287,0.0030955214,-1.3817256e-06,6.2230185e-05,0.00011556471,0.00056070492,-0.00043931266,-0.24348333,3.6649313e-05,-8.3293689e-05,3.2910749,3355.0939,3354.4376,3354.4937,3354.0398,3354.6961,3354.6401,29.520673,29.512529,29.513224,29.507592,29.515737,29.515042,-0.00013831059,-0.00021955848,0,3,0,0,0.0030930362,0.0029430541,9.7965599,1,1,1,1,1,1
4.19,0.0026694429,0.0023951986,0.0041746019,-1.5534827e-05,4.5367106e-05,0.00011639771,0.00056187668,-0.00043503728,-0.24362616,4.2133084e-05,-8.7686565e-05,3.2886394,3355.6817,3354.7403,3354.7855,3354.1468,3355.0882,3355.043,29.527968,29.516285,29.516846,29.508919,29.520602,29.520041,-0.00012451938,-0.00020499748,0,3,0,0,0.0041786726,0.0040213007,9.7998116,1,1,1,1,1,1
4.2,-0.0013553585,-0.0016318412,0.00018487346,-2.9941098e-05,2.8202597e-05,0.00011719432,0.00056130551,-0.00042929967,-0.24374748,4.7661275e-05,-9.2064197e-05,3.2862025,3355.0767,3355.2444,3355.3627,3355.4399,3355.2721,3355.1539,29.520459,29.522541,29.524008,29.524967,29.522885,29.521417,-0.00010946214,-0.0001891542,0,3,0,0,0.00019783437,3.1090468e-05,9.7979768,1,1,1,1,1,1
4.21,-0.0054497012,-0.0057263383,-0.0038688753,-4.4812955e-05,1.0566151e-05,0.00011794293,0.00055891077,-0.00042201137,-0.24384749,5.3217052e-05,-9.6412441e-05,3.2837645,3354.4518,3355.748,3355.941,3356.7463,3355.45,3355.257,29.512705,29.52879,29.531185,29.541178,29.525092,29.522697,-9.3014629e-05,-0.00017192987,0,3,0,0,-0.0038491595,-0.0040198883,9.7960593,1,1,1,1,1,1
4.22,-0.0072568145,-0.0075378518,-0.0056739714,-5.9972692e-05,-7.3759763e-06,0.0001186516,0.00055469187,-0.00041317519,-0.24392638,5.8783149e-05,-0.00010071673,3.2813256,3354.3558,3356.1572,3356.3857,3357.5171,3355.7157,3355.4872,29.511514,29.533868,29.536703,29.550743,29.528388,29.525554,-7.6085867e-05,-0.00015411915,0,3,0,0,-0.0056553985,-0.0058173647,9.7963694,1,1,1,1,1,1
4.23,-3.2573151e-05,-0.00032604436,0.0014872415,-7.484969e-05,-2.5118088e-05,0.00011934826,0.00054876531,-0.00040292807,-0.24398433,6.4342023e-05,-0.00010496225,3.278886,3356.364,3356.201,3356.3147,3356.1771,3356.3401,3356.2264,29.536434,29.534412,29.535823,29.534115,29.536137,29.534726,-6.0056163e-05,-0.00013692478,0,3,0,0,0.0014962187,0.0013539004,9.8056234,1,1,1,1,1,1
4.24,0.00057438261,0.00026575734,0.0020035628,-8.8871921e-05,-4.2153362e-05,0.00012006094,0.00054130233,-0.00039146886,-0.24402154,6.9876328e-05,-0.00010913447,3.276446,3356.8217,3356.5089,3356.6123,3356.381,3356.6938,3356.5904,29.542114,29.538232,29.539515,29.536646,29.540527,29.539244,-4.5603641e-05,-0.0001209432,0,3,0,0,0.0020053013,0.0018745028,9.8082121,1,1,1,1,1,1
4.25,-0.0026975314,-0.0030178203,-0.0013429971,-0.00010204985,-5.8478923e-05,0.00012078824,0.00053237683,-0.00037888252,-0.24403819,7.5369339e-05,-0.0001132196,3.2740057,3356.3709,3356.9694,3357.1258,3357.4868,3356.8883,3356.7319,29.53652,29.543947,29.545888,29.550368,29.542941,29.541,-3.1612203e-05,-0.00010521939,0,3,0,0,-0.0013438977,-0.0014711539,9.8069199,1,1,1,1,1,1
4.26,-0.00063377112,-0.00096460886,0.0006450707,-0.00011449922,-7.4182598e-05,0.00012152363,0.00052203181,-0.00036521683,-0.24403448,8.080502e-05,-0.00011720468,3.2715653,3357.164,3357.2118,3357.3349,3357.3422,3357.2944,3357.1712,29.546362,29.546954,29.548483,29.548572,29.54798,29.546451,-1.7721059e-05,-8.9453048e-05,0,3,0,0,0.00063916961,0.00052046948,9.8109432,1,1,1,1,1,1
4.27,-0.0043078713,-0.0046489834,-0.0031118488,-0.00012612381,-8.9168402e-05,0.00012227152,0.00051035622,-0.00035057111,-0.2440106,8.6167965e-05,-0.00012107751,3.2691251,3356.613,3357.6823,3357.8639,3358.535,3357.4658,3357.2841,29.539525,29.552793,29.555047,29.563375,29.550107,29.547852,-4.4737279e-06,-7.412707e-05,0,3,0,0,-0.0031231612,-0.0032332354,9.8092022,1,1,1,1,1,1
4.28,-0.0028047423,-0.0031570605,-0.0017073435,-0.00013685891,-0.00010336744,0.00012303488,0.00049744034,-0.00033504475,-0.24396674,9.1443449e-05,-0.00012482664,3.2666851,3357.2683,3357.9414,3358.0967,3358.515,3357.842,3357.6866,29.547656,29.556008,29.557936,29.563126,29.554775,29.552847,8.1011594e-06,-5.9279057e-05,0,3,0,0,-0.0017274391,-0.0018234809,9.8126027,1,1,1,1,1,1
4.29,0.0033207557,0.0029550279,0.0042945034,-0.00014643703,-0.00011653493,0.00012382719,0.00048343252,-0.00031880266,-0.24390308,9.6617544e-05,-0.00012844155,3.2642458,3359.0001,3358.0117,3358.0641,3357.412,3358.4004,3358.348,29.569146,29.556881,29.557531,29.549439,29.561704,29.561054,1.9298873e-05,-4.5532807e-05,0,3,0,0,0.0042630844,0.0041835709,9.8205803,1,1,1,1,1,1
4.3,0.001565142,0.0011900112,0.0024338681,-0.0001547837,-0.00012859285,0.00012465232,0.00046846017,-0.00030198391,-0.24381981,0.00010167731,-0.00013191282,3.2618072,3358.8886,3358.3958,3358.4731,3358.1456,3358.6384,3358.5611,29.567763,29.561648,29.562607,29.558543,29.564658,29.563699,2.9336453e-05,-3.2715246e-05,0,3,0,0,0.0023977445,0.0023225047,9.8206774,1,1,1,1,1,1
4.31,-0.0039760671,-0.0043538397,-0.0031742993,-0.00016227768,-0.00013985527,0.0001254914,0.00045254175,-0.00028460012,-0.24371714,0.00010661086,-0.00013523219,3.2593695,3357.8915,3358.9283,3359.0939,3359.7583,3358.7215,3358.556,29.55539,29.568256,29.57031,29.578556,29.56569,29.563635,3.9487361e-05,-1.9739188e-05,0,3,0,0,-0.0032109811,-0.003286664,9.8170099,1,1,1,1,1,1
4.32,0.00016667733,-0.00021325378,0.00089538926,-0.00016911905,-0.00015048172,0.00012633472,0.0004357054,-0.00026667255,-0.24359524,0.00011140707,-0.00013839224,3.2569329,3359.1542,3359.0676,3359.1648,3359.1047,3359.1913,3359.0942,29.571059,29.569985,29.57119,29.570445,29.57152,29.570314,4.9650468e-05,-6.7068725e-06,0,3,0,0,0.0008526393,0.00078749205,9.823001,1,1,1,1,1,1
4.33,-0.007416009,-0.0077984764,-0.0067722281,-0.00017511578,-0.00016029261,0.00012719259,0.00041806557,-0.00024832078,-0.2434543,0.00011605551,-0.00014138626,3.2544976,3357.6735,3359.6766,3359.893,3361.188,3359.185,3358.9685,29.552685,29.577541,29.580227,29.596297,29.571441,29.568755,5.8806728e-05,5.4852909e-06,0,3,0,0,-0.0068212717,-0.0068769748,9.8172352,1,1,1,1,1,1
4.34,0.00049085649,0.00010286589,0.0010195727,-0.00018015991,-0.00016918156,0.00012807111,0.00039973209,-0.00022965766,-0.24329452,0.00012054651,-0.00014420831,3.2520639,3359.8085,3359.659,3359.7428,3359.6492,3359.7986,3359.7148,29.579178,29.577323,29.578363,29.577201,29.579056,29.578016,6.6989072e-05,1.6851575e-05,0,3,0,0,0.00095747316,0.00092207176,9.8269081,1,1,1,1,1,1
4.35,0.00096863481,0.00057314556,0.0013593132,-0.000183818,-0.00017676041,0.00012899307,0.00038090909,-0.00021090358,-0.24311608,0.00012487135,-0.00014685347,3.2496318,3360.204,3359.9382,3360.0069,3359.8433,3360.109,3360.0403,29.584086,29.580788,29.581641,29.57961,29.582908,29.582055,7.3053443e-05,2.6386371e-05,0,3,0,0,0.0012849854,0.0012651664,9.8291088,1,1,1,1,1,1
4.36,-0.0034908256,-0.0038892465,-0.0032149524,-0.00018616955,-0.0001830851,0.00012995544,0.00036171195,-0.00019217491,-0.24291918,0.00012902254,-0.00014931809,3.2472016,3359.4445,3360.4126,3360.5469,3361.1859,3360.2178,3360.0835,29.574661,29.586675,29.588341,29.596271,29.584257,29.582591,7.8003538e-05,3.4942584e-05,0,3,0,0,-0.0032963027,-0.0033094075,9.8263777,1,1,1,1,1,1
4.37,-0.0054191928,-0.0058194803,-0.005259596,-0.00018737385,-0.00018828057,0.00013095137,0.00034222506,-0.00017355079,-0.24270399,0.00013299381,-0.0001515998,3.2447735,3359.274,3360.7819,3360.9404,3361.9331,3360.4252,3360.2666,29.572545,29.591257,29.593225,29.605543,29.586831,29.584863,8.2187477e-05,4.2805207e-05,0,3,0,0,-0.0053514592,-0.0053508721,9.8261572,1,1,1,1,1,1
4.38,0.0037170997,0.0033112857,0.0037256169,-0.00018720913,-0.00019214196,0.00013199352,0.00032261604,-0.00015520505,-0.24247072,0.00013678003,-0.00015369741,3.2423476,3361.6851,3360.7031,3360.7047,3360.0921,3361.0741,3361.0725,29.602466,29.59028,29.5903,29.582698,29.594884,29.594864,8.4602775e-05,4.908996e-05,0,3,0,0,0.0036168905,0.0036404166,9.8369457,1,1,1,1,1,1
4.39,0.005032004,0.0046232004,0.004898449,-0.00018543319,-0.00019444669,0.00013309581,0.00030308322,-0.0001373456,-0.24221954,0.00014037741,-0.00015561109,3.2399241,3362.267,3360.9361,3360.9068,3360.074,3361.4049,3361.4343,29.609687,29.593172,29.592807,29.582473,29.598988,29.599353,8.4842389e-05,5.3427354e-05,0,3,0,0,0.0047794269,0.0048123065,9.8399033,1,1,1,1,1,1
4.4,-0.00014906701,-0.00055082665,-0.00036250665,-0.00018250312,-0.00019557772,0.00013423693,0.00028367116,-0.00012000125,-0.24195065,0.00014378361,-0.0001573425,3.2375033,3361.3317,3361.4261,3361.4743,3361.5667,3361.4722,3361.4241,29.59808,29.599252,29.599849,29.600997,29.599824,29.599227,8.4687351e-05,5.7341893e-05,0,3,0,0,-0.00048230792,-0.00045390726,9.8364115,1,1,1,1,1,1
4.41,-0.0013694833,-0.0017583712,-0.001629739,-0.00017897962,-0.00019600821,0.0001353904,0.00026435464,-0.00010311901,-0.24166423,0.00014699743,-0.00015889443,3.2350852,3361.3207,3361.7526,3361.8164,3362.1287,3361.6967,3361.6329,29.597943,29.603304,29.604096,29.60797,29.60261,29.601818,8.4971734e-05,6.1539389e-05,0,3,0,0,-0.0017511377,-0.0017221345,9.8368962,1,1,1,1,1,1
4.42,-0.0037446051,-0.0041202358,-0.0040561691,-0.00017496731,-0.0001958176,0.00013655286,0.00024517608,-8.6723001e-05,-0.24136047,0.00015001841,-0.00016027032,3.23267,3361.0368,3362.1227,3362.2203,3362.9571,3361.8712,3361.7736,29.59442,29.607896,29.609107,29.618251,29.604776,29.603564,8.4915666e-05,6.5330338e-05,0,3,0,0,-0.0041827087,-0.0041464624,9.8362025,1,1,1,1,1,1
4.43,0.002020811,0.0016560829,0.001634962,-0.00017032871,-0.00019487702,0.00013773319,0.00022623207,-7.0899135e-05,-0.24103955,0.00015284672,-0.00016147409,3.230258,3362.6515,3362.1622,3362.1605,3361.8806,3362.3698,3362.3716,29.614458,29.608387,29.608365,29.604892,29.610963,29.610985,8.3872489e-05,6.8141989e-05,0,3,0,0,0.0014988814,0.0015487377,9.8436064,1,1,1,1,1,1
4.44,-0.00058843425,-0.00094161885,-0.0010496284,-0.00016485702,-0.00019299873,0.00013894376,0.00020765169,-5.5770132e-05,-0.24070167,0.00015548327,-0.00016251032,3.2278493,3362.3066,3362.5362,3362.5695,3362.7573,3362.5277,3362.4944,29.610178,29.613027,29.613441,29.615771,29.612922,29.612508,8.1433381e-05,6.9607922e-05,0,3,0,0,-0.0011922068,-0.0011358803,9.8426156,1,1,1,1,1,1
4.45,-0.003866778,-0.0042056144,-0.0043883917,-0.00015870833,-0.00019031022,0.00014017854,0.00018949062,-4.1373334e-05,-0.24034701,0.00015792986,-0.00016338432,3.225444,3361.8036,3362.9336,3363.0136,3363.7858,3362.6558,3362.5758,29.603936,29.617959,29.618951,29.628535,29.614512,29.613519,7.8438438e-05,7.0443465e-05,0,3,0,0,-0.0045361232,-0.0044749602,9.8409526,1,1,1,1,1,1
4.46,-0.00074837853,-0.0010748182,-0.0013484323,-0.00015186696,-0.00018679118,0.00014144025,0.00017183115,-2.7776266e-05,-0.23997576,0.00016018911,-0.00016410214,3.2230424,3362.7918,3363.0706,3363.0926,3363.3167,3363.0379,3363.0159,29.6162,29.61966,29.619932,29.622713,29.619253,29.618981,7.4562342e-05,7.0355647e-05,0,3,0,0,-0.0015064807,-0.0014318942,9.8456486,1,1,1,1,1,1
4.47,0.0030230602,0.0027073271,0.0023289613,-0.00014409046,-0.00018222586,0.00014274317,0.00015481651,-1.511642e-05,-0.23958809,0.00016226448,-0.0001646705,3.2206446,3363.9296,3363.1787,3363.1306,3362.6917,3363.4427,3363.4908,29.630319,29.621001,29.620403,29.614957,29.624276,29.624873,6.9059232e-05,6.8687924e-05,0,3,0,0,0.0021601047,0.0022469003,9.8509624,1,1,1,1,1,1
4.48,8.4247622e-05,-0.00021705857,-0.00068075257,-0.00013541456,-0.0001766401,0.00014408751,0.00013854393,-3.4777176e-06,-0.2391842,0.00016416044,-0.00016509705,3.2182507,3363.4982,3363.5535,3363.5446,3363.6298,3363.5745,3363.5834,29.624965,29.625651,29.62554,29.626598,29.625912,29.626022,6.2435533e-05,6.5868108e-05,0,3,0,0,-0.00085469859,-0.00076583022,9.8495716,1,1,1,1,1,1
4.49,0.0016388128,0.001355699,0.00082698082,-0.00012615251,-0.00017030076,0.00014545948,0.00012303585,7.1425502e-06,-0.23876428,0.00016588241,-0.00016539027,3.215861,3364.1153,3363.7435,3363.7027,3363.5129,3363.8848,3363.9255,29.632623,29.628009,29.627503,29.625148,29.629762,29.630268,5.5555687e-05,6.2634619e-05,0,3,0,0,0.00064905482,0.00073989849,9.8526809,1,1,1,1,1,1
4.5,-0.0016599279,-0.0019225531,-0.0025041237,-0.00011645934,-0.00016333867,0.00014685332,0.0001083271,1.6732987e-05,-0.2383285,0.00016743664,-0.00016555925,3.2134755,3363.5962,3364.1256,3364.132,3364.526,3363.9967,3363.9903,29.626182,29.632751,29.63283,29.63772,29.631151,29.631072,4.8272093e-05,5.8850919e-05,0,3,0,0,-0.0026849981,-0.0025932017,9.8509335,1,1,1,1,1,1
