Time (s),Powertrain1 - ESC throttle (μs),Powertrain1 - voltage (V),Powertrain1 - current (A),Powertrain1 - force Fz (thrust) (kgf),Powertrain1 - torque MZ (torque) (N⋅m),Powertrain1 - rotation speed (rpm),Powertrain1 - electrical power (W),Powertrain1 - mechanical power (W),Powertrain1 - motor & ESC efficiency (%),Powertrain1 - propeller efficiency (gf/W),Powertrain1 - powertrain efficiency (gf/W)
5.982557,1000,16.651906967163086,-0.5037940144538879,0.12640011390016623,-0.20522189140319824,0,-8.389130592346191,0,0,0,-15.067129616556658
10.982557,1000,16.651906967163086,-0.4797936677932739,0.12666259764224633,-0.20530667901039124,0,-7.9894795417785645,0,0,0,-15.853673703944025
15.982557,1010,16.651912689208984,-0.48306116461753845,0.12652872400488568,-0.2052670121192932,0,-8.043891906738281,0,0,0,-15.729789230435294
20.982557,1020,16.651445388793945,-0.5137326121330261,0.12675673343156085,-0.20444832742214203,0,-8.554390907287598,0,0,0,-14.817739367770105
25.982557,1030,16.65129280090332,-0.47414684295654297,0.12698925272107636,-0.20557329058647156,0,-7.895157814025879,0,0,0,-16.084447093054028
30.982557,1040,16.650989532470703,-0.45869868993759155,0.12831484849702668,-0.2059616893529892,0,-7.637786865234375,0,0,0,-16.8000033865817
35.982557,1050,16.650453567504883,-0.4614793062210083,0.12942403163646274,-0.206280916929245,0,-7.683839797973633,0,0,0,-16.843666091675207
40.982557,1060,16.65007209777832,-0.4650518000125885,0.13070519736205866,-0.2067243456840515,0,-7.743145942687988,0,0,0,-16.880115751316165
45.982557,1070,16.64972686767578,-0.44261932373046875,0.1323469819313793,-0.20703908801078796,0,-7.369490623474121,0,0,0,-17.958769185837006
50.982557,1080,16.649158477783203,-0.4303092062473297,0.13444397090442683,-0.2075636237859726,1096.2041985136486,-7.164286136627197,-23.82710838317871,200,-5.642479640409514,-18.76585685327881
55.982557,1090,16.648460388183594,-0.4310389757156372,0.13638729632986013,-0.20809350907802582,1227.3662700260468,-7.176135540008545,-26.746152877807617,200,-5.0993237943223795,-19.005674279998573
60.982557,1100,16.647634506225586,-0.41492900252342224,0.13904843146074566,-0.20878741145133972,1352.029207084043,-6.907586574554443,-29.560991287231445,200,-4.703781244378966,-20.129813814292305
65.982557,1110,16.646800994873047,-0.35605600476264954,0.1406023891863425,-0.20949023962020874,1495.0601438517667,-5.927193641662598,-32.79827880859375,200,-4.286883323874899,-23.72157919962601
70.982557,1120,16.64592742919922,-0.31968116760253906,0.1470253698802728,-0.21030686795711517,1620.445660282437,-5.321389675140381,-35.68753433227539,200,-4.119796172555318,-27.629130712005036
75.982557,1130,16.64488983154297,-0.3371017277240753,0.14803388947744212,-0.2110598087310791,1748.451346561751,-5.611021041870117,-38.644500732421875,200,-3.8306585788753553,-26.38270065505147
80.982557,1140,16.64366912841797,-0.33100682497024536,0.15108032006004682,-0.21170662343502045,1878.9269749556438,-5.5091681480407715,-41.65555953979492,200,-3.6268946033276737,-27.423436597214444
85.982557,1150,16.64238929748535,-0.2916199564933777,0.15442513094798652,-0.21234746277332306,2004.9839263024833,-4.85325288772583,-44.58477783203125,200,-3.4636289833569753,-31.818893577399592
90.982557,1160,16.640851974487305,-0.28556424379348755,0.1585955506348239,-0.2131136804819107,2132.984658417919,-4.752032279968262,-47.602272033691406,200,-3.3316801670047607,-33.37425835589068
