time,P,Q,R,Phi,Theta,Psi,U,V,W,X,Y,Z,RPM1,RPM2,RPM3,RPM4,RPM5,RPM6,THR1,THR2,THR3,TJR4,THR5,THR6,Phi_cmd,Theta_cmd,Psi_cmd,Alt_cmd,X_cmd,Y_cmd,Ax,Ay,Az,Fault_M1,Fault_M2,Fault_M3,Fault_M4,Fault_M5,Fault_M6
9.97,-0.00019479573,0.00054000996,-0.0016383054,-0.00031422093,-0.00018887347,-0.0002660776,-0.20487706,0.20215619,0.013791734,0.21121536,0.7910901,3.0061733,3351.043,3351.4704,3351.4891,3351.7402,3351.3128,3351.2942,29.470404,29.475708,29.475939,29.479055,29.473751,29.47352,8.5035164e-05,7.797897e-05,0,3,0.006,0.994,-0.0014085348,-0.0012614973,9.7908393,1,1,1,1,1,1
9.98,0.00095374952,0.001667844,-0.00049473193,-0.00030299405,-0.00017040194,-0.00026930248,-0.20489558,0.20218596,0.013607792,0.20916701,0.7931124,3.0063093,3351.3222,3351.4345,3351.4337,3351.4816,3351.3693,3351.3701,29.473869,29.475262,29.475252,29.475846,29.474453,29.474462,9.0845931e-05,8.0909583e-05,0,3,0.004,0.996,-0.00026317193,-0.00011728855,9.7920375,1,1,1,1,1,1
9.99,-0.0035849694,-0.0028925929,-0.0050485159,-0.0002916591,-0.00015203607,-0.00027253118,-0.2049123,0.20221462,0.013424376,0.2071185,0.795135,3.0064435,3350.2721,3351.6282,3351.6989,3352.5526,3351.1965,3351.1258,29.460837,29.477666,29.478543,29.489137,29.472309,29.471431,9.6384555e-05,8.3475713e-05,0,3,0.002,0.998,-0.0048163553,-0.0046703984,9.7875382,1,1,1,1,1,1
10,0.0029891246,0.0036563411,0.00148327,-0.0002800728,-0.00013364758,-0.00027575568,-0.20492721,0.20224216,0.01324144,0.20506984,0.79715788,3.006576,3351.8179,3351.375,3351.3362,3351.028,3351.4709,3351.5098,29.48002,29.474524,29.474041,29.470217,29.475713,29.476196,0.00010152893,8.5566572e-05,0,3,0,1,0.0017137534,0.0018610254,9.7941294,1,1,1,1,1,1
10.01,-0.0012310945,-0.00059434425,-0.0027948828,-0.00026791083,-0.00011496051,-0.00027895907,-0.2049403,0.20226855,0.013058873,0.20302104,0.79918104,3.0067067,3350.6336,3351.7638,3351.7885,3352.2338,3351.1036,3351.0789,29.465323,29.479349,29.479655,29.485181,29.471155,29.470849,0.0013860544,8.7308793e-05,0,3,-0.002,0.998,-0.0025681697,-0.0024163688,9.7899042,1,1,1,1,1,1
10.02,-0.0012468099,-0.00066339179,-0.0028903583,-0.00025509611,-9.6015491e-05,-0.00028214017,-0.20495153,0.20229372,0.012876675,0.20097213,0.80120446,3.0068356,3350.4283,3351.9831,3352.0038,3352.4609,3350.9061,3350.8854,29.462775,29.48207,29.482326,29.487999,29.468705,29.468448,0.0026696836,8.8212424e-05,0,3,-0.004,0.996,-0.0026677244,-0.0025115405,9.7898658,1,1,1,1,1,1
10.03,-0.00042408023,5.9381637e-05,-0.0022114343,-0.00024113874,-7.6678477e-05,-0.00028528271,-0.20496089,0.20231761,0.012694731,0.19892313,0.80322813,3.0069628,3350.4114,3352.1678,3352.1701,3352.4999,3350.7435,3350.7412,29.462565,29.484362,29.48439,29.488483,29.466687,29.466658,0.0039522273,8.8235666e-05,0,3,-0.006,0.994,-0.0019959784,-0.0018321064,9.7906053,1,1,1,1,1,1
10.04,0.0028609841,0.0031811019,0.00085511346,-0.00022531289,-5.677703e-05,-0.00028836371,-0.20496832,0.20234008,0.012512868,0.19687406,0.80525204,3.0070882,3350.9606,3352.2511,3352.1952,3351.973,3350.6825,3350.7384,29.469381,29.485396,29.484702,29.481945,29.46593,29.466624,0.0052330542,8.7176141e-05,0,3,-0.008,0.992,0.0010602583,0.001236279,9.7937312,1,1,1,1,1,1
10.05,0.0043876866,0.0044693845,0.0020968399,-0.00020687089,-3.6260861e-05,-0.00029136347,-0.20497374,0.20236092,0.012330932,0.19482493,0.80727617,3.0072119,3351.0892,3352.4015,3352.3173,3351.8671,3350.5548,3350.639,29.470977,29.487262,29.486217,29.48063,29.464345,29.46539,0.0065113444,8.4877795e-05,0,3,-0.01,0.99,0.0022901349,0.00248224,9.7950279,1,1,1,1,1,1
10.06,0.0016336207,0.0013926845,-0.00099826099,-0.00018520926,-1.5322236e-05,-0.00029427327,-0.20497712,0.20237985,0.012148851,0.19277576,0.8093005,3.0073338,3350.2073,3352.7189,3352.6787,3352.7719,3350.2603,3350.3004,29.460033,29.4912,29.490702,29.491858,29.460691,29.461189,0.0077862929,8.1378052e-05,0,3,-0.012,0.988,-0.00081623538,-0.00060612917,9.7919857,1,1,1,1,1,1
10.07,0.0034269598,0.0027674031,0.00037494122,-0.00015968202,5.7874173e-06,-0.00029708526,-0.20497841,0.20239653,0.011966554,0.19072658,0.81132501,3.0074541,3350.3762,3352.8472,3352.7805,3352.6261,3350.1552,3350.2219,29.462129,29.492792,29.491964,29.490049,29.459386,29.460214,0.0090572001,7.6899675e-05,0,3,-0.014,0.986,0.00054537054,0.00077539962,9.7934164,1,1,1,1,1,1
10.08,0.0017491886,0.00056598843,-0.0018196761,-0.00012934488,2.6999451e-05,-0.00029977889,-0.2049776,0.20241056,0.011783874,0.1886774,0.81334967,3.0075726,3349.7207,3353.1089,3353.0738,3353.3051,3349.9169,3349.952,29.453994,29.49604,29.495604,29.498475,29.45643,29.456865,0.0103232,7.1583876e-05,0,3,-0.016,0.984,-0.0016627683,-0.0014083247,9.7912791,1,1,1,1,1,1
10.09,0.003022094,0.0012040379,-0.0011708363,-9.3187565e-05,4.8245895e-05,-0.00030233211,-0.20497468,0.20242143,0.011600628,0.18662825,0.81537447,3.0076893,3349.7407,3353.2447,3353.1956,3353.3088,3349.8048,3349.8539,29.454243,29.497725,29.497116,29.498521,29.455038,29.455647,0.011583158,6.5480897e-05,0,3,-0.018,0.982,-0.001029728,-0.00074626645,9.7919865,1,1,1,1,1,1
10.1,0.0055359648,0.0029672919,0.00060072006,-5.0023998e-05,6.957246e-05,-0.00030471517,-0.20496963,0.20242852,0.011416576,0.18457915,0.81739935,3.0078044,3350.0363,3353.3232,3353.2416,3353.0372,3349.7503,3349.8319,29.457911,29.498699,29.497687,29.49515,29.454362,29.455374,0.012835822,5.859299e-05,0,3,-0.02,0.98,0.00072268698,0.0010413574,9.7938152,1,1,1,1,1,1
10.11,0.00016790946,-0.0032667902,-0.0056154378,1.3038385e-06,9.0978577e-05,-0.00030690051,-0.20496244,0.20243112,0.011231493,0.18253012,0.81942428,3.0079177,3348.4765,3353.711,3353.7264,3354.6212,3349.3867,3349.3713,29.438554,29.503511,29.503703,29.514807,29.44985,29.449658,0.014079757,5.0869964e-05,0,3,-0.022,0.978,-0.0055148344,-0.0051552834,9.7876516,1,1,1,1,1,1
10.12,0.0062978459,0.0018782101,-0.00046436315,6.1933857e-05,0.00011243941,-0.0003088618,-0.2049531,0.20242837,0.011045162,0.18048117,0.82144921,3.0080294,3349.5893,3353.6274,3353.5554,3353.5328,3349.4947,3349.5667,29.452363,29.502475,29.501581,29.501301,29.45119,29.452084,0.01531357,4.2342843e-05,0,3,-0.024,0.976,-0.000388859,1.7017411e-05,9.7928603,1,1,1,1,1,1
10.13,0.0078608995,0.0023387434,-1.111325e-05,0.00013332564,0.0001342157,-0.00031055607,-0.20494158,0.20241932,0.010857246,0.17843234,0.82347408,3.0081394,3349.6211,3353.7196,3353.6342,3353.5257,3349.4272,3349.5125,29.452758,29.503618,29.502559,29.501212,29.450353,29.451411,0.016535701,3.286508e-05,0,3,-0.026,0.974,3.427123e-05,0.00049522328,9.7933641,1,1,1,1,1,1
10.14,0.017485163,0.010750365,0.0084072521,0.00021659361,0.00015628895,-0.00031195721,-0.20492786,0.20240286,0.010667529,0.17638364,0.82549882,3.0082476,3351.5257,3353.4774,3353.2516,3351.646,3349.6943,3349.9201,29.476394,29.500613,29.49781,29.477886,29.453667,29.45647,0.017744399,2.2275077e-05,0,3,-0.028,0.972,0.0084209224,0.0089420717,9.8018271,1,1,1,1,1,1
10.15,0.010680305,0.0026334557,0.00035101758,0.00031252621,0.00017838919,-0.00031305472,-0.20491189,0.2023778,0.010475917,0.17433509,0.82752334,3.0083542,3349.5833,3353.8863,3353.7905,3353.6136,3349.3105,3349.4064,29.452289,29.505687,29.504498,29.502303,29.448905,29.450094,0.018938231,1.0694335e-05,0,3,-0.03,0.97,0.0003353393,0.00091913817,9.7938041,1,1,1,1,1,1
10.16,0.01171658,0.0022623384,8.8013415e-05,0.00042142323,0.00019986343,-0.00031386197,-0.20489372,0.20234287,0.010282493,0.17228671,0.82954756,3.0084592,3349.466,3353.9684,3353.8816,3353.7563,3349.2538,3349.3407,29.450833,29.506706,29.505628,29.504074,29.448201,29.449279,0.020116172,-1.3773227e-06,0,3,-0.032,0.968,4.6536693e-05,0.00069092512,9.7935826,1,1,1,1,1,1
10.17,0.011490166,0.00053211421,-0.0015297166,0.00054407653,0.00022053292,-0.00031436587,-0.20487341,0.20229678,0.010087146,0.17023853,0.83157136,3.0085624,3349.0445,3354.0918,3354.0363,3354.2033,3349.1561,3349.2115,29.445604,29.508237,29.507549,29.509622,29.446988,29.447676,0.021277374,-1.3484134e-05,0,3,-0.034,0.966,-0.001598634,-0.00089017463,9.7920113,1,1,1,1,1,1
10.18,0.012010648,-0.00054240198,-0.0024969446,0.00068144017,0.00024041457,-0.00031454352,-0.20485103,0.20223812,0.0098896929,0.16819057,0.83359463,3.008664,3348.7893,3354.1758,3354.1408,3354.4844,3349.0979,3349.1329,29.442437,29.50928,29.508845,29.513109,29.446266,29.4467,0.022420491,-2.5558496e-05,0,3,-0.036,0.964,-0.0025960033,-0.0018186556,9.7910907,1,1,1,1,1,1
10.19,0.014446452,0.00021284802,-0.0016510003,0.00083454347,0.00025965222,-0.00031436632,-0.20482665,0.20216543,0.0096899102,0.16614284,0.83561723,3.0087639,3348.9742,3354.1736,3354.1284,3354.3256,3349.1261,3349.1714,29.444731,29.509253,29.508692,29.511139,29.446616,29.447178,0.023544046,-3.7661213e-05,0,3,-0.038,0.962,-0.0017840514,-0.000931945,9.7919824,1,1,1,1,1,1
10.2,0.017536867,0.0015454814,-0.0002428665,0.0010044067,0.00027844923,-0.000313804,-0.20480033,0.20207711,0.0094875651,0.16409536,0.83763901,3.0088622,3349.3063,3354.1362,3354.0703,3354.0198,3349.1899,3349.2558,29.448852,29.508789,29.50797,29.507344,29.447407,29.448226,0.024646458,-4.996212e-05,0,3,-0.04,0.96,-0.00041363059,0.00051927733,9.7934323,1,1,1,1,1,1
10.21,0.014978751,-0.0028371103,-0.0045531898,0.0011918687,0.00029692379,-0.0003128333,-0.20477208,0.20197148,0.0092824805,0.16204816,0.8396598,3.0089589,3348.3149,3354.3172,3354.3224,3355.0378,3349.0354,3349.0303,29.436549,29.511034,29.511098,29.519976,29.445491,29.445427,0.02572617,-6.2618954e-05,0,3,-0.042,0.958,-0.0047639006,-0.0037455762,9.7891585,1,1,1,1,1,1
10.22,0.016272144,-0.0034281858,-0.0050887072,0.0013976293,0.00031514907,-0.00031143564,-0.20474195,0.20184679,0.0090745203,0.16000125,0.84167943,3.0090539,3348.2209,3354.3344,3354.3482,3355.1585,3349.045,3349.0312,29.435383,29.511248,29.511419,29.521475,29.44561,29.445439,0.026781801,-7.5697492e-05,0,3,-0.044,0.956,-0.0053422619,-0.0042347278,9.7886621,1,1,1,1,1,1
10.23,0.015713338,-0.0059254888,-0.0075667012,0.0016225929,0.00033345365,-0.00030957907,-0.20470993,0.2017012,0.008863458,0.15795464,0.84369769,3.0091473,3347.6919,3354.4184,3354.4685,3355.7145,3348.988,3348.9379,29.428819,29.51229,29.512912,29.528374,29.444902,29.444281,0.027811957,-8.939603e-05,0,3,-0.046,0.954,-0.0078683076,-0.006665265,9.7862225,1,1,1,1,1,1
10.24,0.029051519,0.0054280554,0.0037608283,0.0018676869,0.00035226581,-0.00030722738,-0.204676,0.20153279,0.0086490447,0.15590836,0.84571435,3.0092391,3350.4098,3353.9352,3353.7944,3353.0238,3349.4985,3349.6393,29.462546,29.506294,29.504547,29.494985,29.451237,29.452984,0.028815042,-0.00010411239,0,3,-0.048,0.952,0.0034052101,0.0047104718,9.7975869,1,1,1,1,1,1
10.25,0.026382454,0.00074555451,-0.00094528187,0.0021336529,0.00037193459,-0.00030435079,-0.20464008,0.20133955,0.0084310858,0.15386243,0.84772919,3.0093293,3349.3909,3354.0883,3354.015,3354.0702,3349.3728,3349.4462,29.449902,29.508194,29.507284,29.50797,29.449678,29.450588,0.02978942,-0.00012030176,0,3,-0.05,0.95,-0.0013566783,5.5977863e-05,9.7929003,1,1,1,1,1,1
10.26,0.027846521,0.00018156852,-0.0015016971,0.0024203729,0.00039214667,-0.00030096157,-0.20460211,0.20111941,0.0082097002,0.15181686,0.84974193,3.0094178,3349.3453,3354.0658,3353.9957,3354.1437,3349.4231,3349.4932,29.449336,29.507915,29.507045,29.508881,29.450302,29.451172,0.030733898,-0.00013797424,0,3,-0.052,0.948,-0.0019656212,-0.00044827651,9.7923636,1,1,1,1,1,1
10.27,0.03723565,0.0075328984,0.0058615317,0.0027278291,0.00041275592,-0.00029706388,-0.20456202,0.20087034,0.0079849598,0.14977167,0.8517523,3.0095048,3351.1586,3353.716,3353.5216,3352.3584,3349.801,3349.9954,29.471839,29.503574,29.501162,29.486726,29.454991,29.457403,0.031647881,-0.00015687671,0,3,-0.054,0.946,0.0053454958,0.0069670105,9.7997507,1,1,1,1,1,1
10.28,0.036639006,0.0049029735,0.0032792707,0.0030559104,0.00043361526,-0.00029266402,-0.2045198,0.20059028,0.0077569562,0.14772689,0.85376,3.0095902,3350.6487,3353.7599,3353.6048,3352.8967,3349.7855,3349.9406,29.465511,29.504119,29.502194,29.493406,29.454798,29.456723,0.032530609,-0.00017692961,0,3,-0.056,0.944,0.0027143482,0.004438551,9.7971837,1,1,1,1,1,1
10.29,0.034423959,0.00067064411,-0.00085335111,0.0034039465,0.00045417043,-0.00028779569,-0.20447545,0.20027723,0.007525982,0.14568253,0.8557647,3.009674,3349.7731,3353.8602,3353.7743,3353.801,3349.7139,3349.7998,29.454644,29.505364,29.504297,29.504629,29.45391,29.454976,0.033381638,-0.00019776336,0,3,-0.058,0.942,-0.0014608991,0.00035958156,9.7930692,1,1,1,1,1,1
10.3,0.039419396,0.0036670845,0.0022574107,0.0037713989,0.00047405566,-0.00028248344,-0.20442901,0.19992923,0.0072922719,0.14363862,0.85776607,3.0097562,3350.5935,3353.6628,3353.5307,3353.0097,3349.9404,3350.0724,29.464825,29.502913,29.501275,29.494809,29.456721,29.458359,0.034200917,-0.00021887102,0,3,-0.06,0.94,0.0016098872,0.0035224985,9.7962084,1,1,1,1,1,1
10.31,0.040104435,0.0023784721,0.0010914134,0.0041579955,0.00049320734,-0.00027673538,-0.20438056,0.19954438,0.0070559481,0.14159516,0.85976374,3.0098368,3350.4184,3353.6323,3353.524,3353.2141,3350.0003,3350.1086,29.462653,29.502535,29.501191,29.497346,29.457464,29.458808,0.034988145,-0.00024006016,0,3,-0.062,0.938,0.00040525858,0.0024084833,9.7950703,1,1,1,1,1,1
10.32,0.043381115,0.0037156702,0.002566166,0.0045632654,0.00051145769,-0.00027056828,-0.20433019,0.19912081,0.0068171979,0.13955219,0.86175733,3.0099159,3350.8623,3353.4909,3353.3653,3352.8001,3350.1715,3350.2971,29.468161,29.500781,29.499222,29.492208,29.459589,29.461147,0.035742922,-0.00026120133,0,3,-0.064,0.936,0.0018439683,0.0039344771,9.7965745,1,1,1,1,1,1
10.33,0.042741871,0.0011782652,0.00018019569,0.0049866952,0.00052866743,-0.00026399931,-0.20427799,0.19865669,0.0065762164,0.13750972,0.86374646,3.0099935,3350.4052,3353.5012,3353.4221,3353.2874,3350.1915,3350.2705,29.462489,29.500908,29.499927,29.498256,29.459837,29.460818,0.03646503,-0.00028210862,0,3,-0.066,0.934,-0.00057552643,0.0015990546,9.7942189,1,1,1,1,1,1
10.34,0.042616432,-0.00079831617,-0.0016383251,0.0054276863,0.0005446845,-0.00025704853,-0.20422407,0.19815026,0.0063332232,0.13546777,0.8657307,3.0100694,3350.0829,3353.4853,3353.4445,3353.6405,3350.2381,3350.2789,29.458489,29.500711,29.500204,29.502638,29.460415,29.460922,0.037154317,-0.0003025994,0,3,-0.068,0.932,-0.0024253457,-0.00017041339,9.7924355,1,1,1,1,1,1
10.35,0.046932867,0.0017170093,0.0010207672,0.0058857898,0.00055954428,-0.00024972594,-0.20416856,0.1975998,0.0060883751,0.13342635,0.86770962,3.0101439,3350.8127,3353.2859,3353.2101,3352.942,3350.4687,3350.5446,29.467546,29.498237,29.497296,29.493968,29.463277,29.464218,0.037810656,-0.00032257746,0,3,-0.07,0.93,0.00020247921,0.0025359325,9.7951348,1,1,1,1,1,1
10.36,0.051153249,0.0041931653,0.0036313874,0.006360626,0.00057339558,-0.00024203584,-0.20411156,0.19700364,0.0058417961,0.13138547,0.86968278,3.0102167,3351.5355,3353.0862,3352.9754,3352.251,3350.7002,3350.811,29.476515,29.495758,29.494383,29.485394,29.46615,29.467525,0.038433769,-0.00034212942,0,3,-0.072,0.928,0.0027820912,0.0051928893,9.7977839,1,1,1,1,1,1
10.37,0.055245836,0.0066079462,0.006195364,0.0068515297,0.00058619037,-0.00023399672,-0.20405318,0.19636014,0.0055937106,0.12934516,0.8716497,3.0102881,3352.246,3352.8869,3352.7436,3351.5727,3350.9318,3351.0752,29.485332,29.493286,29.491507,29.476977,29.469024,29.470803,0.03902344,-0.00036128058,0,3,-0.074,0.926,0.0053181455,0.0078024391,9.8003838,1,1,1,1,1,1
10.38,0.050941827,0.00070099864,0.00047281515,0.0073575082,0.0005976431,-0.00022564425,-0.20399355,0.19566777,0.0053444604,0.12730541,0.87360991,3.0103579,3351.0138,3353.0211,3352.9825,3352.8379,3350.8306,3350.8693,29.470041,29.494951,29.494471,29.492678,29.467768,29.468248,0.039579794,-0.00037981323,0,3,-0.076,0.924,-0.00042668709,0.0021244964,9.7946971,1,1,1,1,1,1
10.39,0.053738264,0.0019704697,0.0019409314,0.0078774464,0.00060740368,-0.00021702019,-0.20393281,0.19492507,0.0050944294,0.12526625,0.87556292,3.0104262,3351.4594,3352.8653,3352.8173,3352.426,3351.0201,3351.0681,29.47557,29.493017,29.492421,29.487566,29.470119,29.470715,0.040103281,-0.0003973266,0,3,-0.078,0.922,0.0010234016,0.0036343609,9.7962123,1,1,1,1,1,1
10.4,0.052384724,-0.00083362076,-0.0006722352,0.0084106014,0.00061548159,-0.00020814408,-0.20387114,0.1941307,0.0048438579,0.12322769,0.8775082,3.010493,3350.9525,3352.8738,3352.8819,3352.9672,3351.0459,3351.0378,29.469281,29.493123,29.493224,29.494282,29.47044,29.470339,0.040594293,-0.0004136187,0,3,-0.08,0.92,-0.001606501,0.0010609428,9.793651,1,1,1,1,1,1
10.41,0.050924155,-0.003665754,-0.0033274356,0.0089562507,0.00062193677,-0.00019903325,-0.20380871,0.19328339,0.0045929753,0.12118972,0.87944525,3.0105582,3350.4382,3352.8843,3352.9483,3353.5167,3351.0705,3351.0065,29.462898,29.493253,29.494048,29.5011,29.470745,29.469951,0.04105297,-0.00042868934,0,3,-0.082,0.918,-0.0042775408,-0.0015568803,9.7910528,1,1,1,1,1,1
10.42,0.057884392,0.0020011815,0.0024787715,0.0095138632,0.00062702389,-0.00018969276,-0.20374567,0.19238192,0.0043419378,0.11915236,0.88137353,3.010622,3351.9082,3352.5542,3352.5346,3352.0826,3351.4365,3351.4562,29.48114,29.489157,29.488913,29.483304,29.475287,29.475531,0.041479423,-0.00044264322,0,3,-0.084,0.916,0.0015111828,0.0042839813,9.7969224,1,1,1,1,1,1
10.43,0.054578413,-0.0025140193,-0.0019162944,0.010082987,0.00063109209,-0.00018012158,-0.20368214,0.19142514,0.0040908698,0.11711562,0.88329248,3.0106842,3350.9971,3352.6363,3352.6957,3353.0304,3351.3913,3351.3318,29.469834,29.490175,29.490913,29.495066,29.474725,29.473987,0.041873566,-0.00045578333,0,3,-0.086,0.914,-0.0029016857,-7.7445118e-05,9.7925858,1,1,1,1,1,1
10.44,0.059034079,0.00081995642,0.0015253425,0.010662807,0.00063419748,-0.00017033907,-0.20361822,0.19041195,0.0038400292,0.11507949,0.88520156,3.010745,3351.9187,3352.4041,3352.4155,3352.1465,3351.6611,3351.6497,29.481271,29.487294,29.487435,29.484097,29.478074,29.477933,0.042235455,-0.00046824929,0,3,-0.088,0.912,0.00052350298,0.0033952144,9.7960911,1,1,1,1,1,1
10.45,0.064091576,0.0048447337,0.0056423296,0.011252642,0.00063653184,-0.00016035549,-0.203554,0.18934131,0.0035896228,0.11304398,0.88710019,3.0108042,3352.9998,3352.1466,3352.0977,3351.1041,3351.9572,3352.0061,29.494686,29.484099,29.483492,29.471161,29.481748,29.482355,0.042565355,-0.00048013538,0,3,-0.09,0.91,0.0046245602,0.0075414218,9.8002727,1,1,1,1,1,1
10.46,0.060130021,-5.3234167e-05,0.00085645901,0.01185152,0.00063804881,-0.00015019795,-0.20348957,0.18821229,0.0033399627,0.11100909,0.88898779,3.010862,3351.9943,3352.2507,3352.2871,3352.1492,3351.8928,3351.8564,29.482208,29.48539,29.485842,29.484131,29.480949,29.480497,0.042863517,-0.00049150499,0,3,-0.092,0.908,-0.00017286556,0.0027835887,9.795549,1,1,1,1,1,1
10.47,0.061642653,0.00061914007,0.0016533984,0.012458193,0.00063847644,-0.00013990993,-0.20342502,0.18702403,0.0030914598,0.10897482,0.89086379,3.0109182,3352.2885,3352.1327,3352.166,3351.8957,3352.0514,3352.0181,29.485859,29.483926,29.48434,29.480985,29.482918,29.482504,0.043130593,-0.00050211641,0,3,-0.094,0.906,0.0006169723,0.0036055274,9.7964183,1,1,1,1,1,1
10.48,0.061888683,0.00011839392,0.0012694528,0.013071722,0.00063781507,-0.00012951614,-0.20336047,0.18577581,0.0028444115,0.10694118,0.89272758,3.010973,3352.3058,3352.0653,3352.1141,3351.9201,3352.1606,3352.1118,29.486074,29.48309,29.483695,29.481288,29.484273,29.483667,0.043367302,-0.00051180827,0,3,-0.096,0.904,0.0002277115,0.0032440528,9.7961134,1,1,1,1,1,1
10.49,0.062132641,-0.00029039204,0.00097127286,0.013691206,0.00063610363,-0.00011903872,-0.20329602,0.18446699,0.0025990989,0.10490816,0.89457857,3.0110263,3352.3416,3351.9977,3352.0603,3351.9273,3352.2712,3352.2086,29.486519,29.48225,29.483027,29.481377,29.485645,29.484868,0.043574145,-0.00052058772,0,3,-0.098,0.902,-7.3840457e-05,0.0029659844,9.795899,1,1,1,1,1,1
10.5,0.061450802,-0.00153156,-0.00016890317,0.014315767,0.00063340226,-0.00010849824,-0.2032318,0.18309703,0.0023557942,0.10287577,0.89641615,3.0110781,3352.1797,3351.9673,3352.0567,3352.1333,3352.3456,3352.2563,29.48451,29.481874,29.482983,29.483933,29.486569,29.48546,0.043751644,-0.00052846741,0,3,-0.1,0.9,-0.0012158211,0.001843494,9.7948478,1,1,1,1,1,1
10.51,0.067744845,0.0042951347,0.0057427256,0.014944582,0.00062981599,-9.791185e-05,-0.20316788,0.18166546,0.002114749,0.10084399,0.8982397,3.0111284,3353.6661,3351.6564,3351.6576,3350.6922,3352.702,3352.7008,29.502955,29.478015,29.47803,29.466051,29.49099,29.490975,0.043900307,-0.00053549896,0,3,-0.102,0.898,0.0046948906,0.0077702353,9.8008544,1,1,1,1,1,1
10.52,0.061305581,-0.0025163189,-0.0009764744,0.015576804,0.00062542425,-8.7298295e-05,-0.20310436,0.1801719,0.0018762231,0.098812825,0.90004861,3.0111772,3352.1961,3351.8584,3351.976,3352.2089,3352.5466,3352.429,29.484713,29.480522,29.481981,29.484872,29.489062,29.487603,0.044020612,-0.00054176887,0,3,-0.104,0.896,-0.0020223297,0.0010649247,9.7942285,1,1,1,1,1,1
10.53,0.062557443,-0.001543583,8.9033049e-05,0.0162113,0.0006200536,-7.6694859e-05,-0.20304134,0.17861606,0.0016405764,0.096782273,0.90184226,3.0112246,3352.5418,3351.7508,3351.8596,3351.9111,3352.7022,3352.5933,29.489003,29.479187,29.480537,29.481176,29.490993,29.489642,0.044113245,-0.00054715436,0,3,-0.106,0.894,-0.00095167713,0.0021410668,9.795399,1,1,1,1,1,1
10.54,0.063132711,-0.0011598856,0.00054012229,0.016847355,0.0006138817,-6.6112421e-05,-0.2029789,0.17699775,0.0014080189,0.094752327,0.90362003,3.0112705,3352.7459,3351.6717,3351.7795,3351.7563,3352.8305,3352.7227,29.491536,29.478206,29.479543,29.479255,29.492586,29.491248,0.044178935,-0.00055163947,0,3,-0.108,0.892,-0.00049577442,0.0026002741,9.795962,1,1,1,1,1,1
10.55,0.064530198,0.00013363083,0.0018847973,0.017484284,0.00060709952,-5.5560195e-05,-0.20291712,0.17531686,0.0011787502,0.092722981,0.9053813,3.0113149,3353.159,3351.5606,3351.6517,3351.394,3352.9923,3352.9012,29.496661,29.476827,29.477957,29.474759,29.494593,29.493463,0.044218105,-0.00055541481,0,3,-0.11,0.89,0.00085425567,0.0039510158,9.7974217,1,1,1,1,1,1
10.56,0.068404709,0.0039916777,0.0057873402,0.018121315,0.000599812,-4.5053193e-05,-0.20285605,0.17357334,0.00095299887,0.090694229,0.90712544,3.0113578,3354.1678,3351.3508,3351.3833,3350.4372,3353.2543,3353.2217,29.509181,29.474223,29.474627,29.462886,29.497844,29.49744,0.04423125,-0.00055859966,0,3,-0.112,0.888,0.0047636829,0.0078577242,9.8014425,1,1,1,1,1,1
10.57,0.067434538,0.0030946601,0.0049523888,0.018757505,0.00059195767,-3.4618604e-05,-0.20279576,0.1717672,0.00073105354,0.088666064,0.90885183,3.0113993,3354.0625,3351.3364,3351.3888,3350.596,3353.3221,3353.2698,29.507874,29.474045,29.474694,29.464856,29.498686,29.498036,0.044218995,-0.00056119433,0,3,-0.114,0.886,0.0039396331,0.0070256036,9.8007271,1,1,1,1,1,1
10.58,0.058924952,-0.0052525327,-0.0033046916,0.019391645,0.00058323048,-2.4302283e-05,-0.20273631,0.1698986,0.0005132912,0.086638478,0.91055984,3.0114392,3352.2134,3351.626,3351.8207,3352.5002,3353.0875,3352.8928,29.484927,29.477638,29.480055,29.488486,29.495775,29.493358,0.044182236,-0.00056295844,0,3,-0.116,0.884,-0.0043009604,-0.0012307202,9.7925971,1,1,1,1,1,1
10.59,0.059036507,-0.0048992957,-0.0028797049,0.020022752,0.00057349939,-1.4136385e-05,-0.20267781,0.16796778,0.00030000613,0.084611462,0.91224885,3.0114778,3352.3933,3351.5699,3351.7657,3352.3767,3353.2,3353.0042,29.48716,29.476943,29.479372,29.486954,29.497171,29.494741,0.044122021,-0.00056361046,0,3,-0.118,0.882,-0.0038585068,-0.00080871513,9.7931665,1,1,1,1,1,1
10.6,0.062272582,-0.001350141,0.00068960999,0.020650513,0.00056319314,-4.1084553e-06,-0.20262034,0.16597506,9.1259794e-05,0.082585009,0.91391825,3.0115148,3353.3153,3351.3908,3351.5322,3351.5125,3353.4371,3353.2957,29.498602,29.47472,29.476474,29.47623,29.500112,29.498358,0.044038955,-0.00056333303,0,3,-0.12,0.88,-0.00027533851,0.0027552102,9.7968871,1,1,1,1,1,1
10.61,0.05909743,-0.004139284,-0.0021066289,0.021274632,0.0005527342,5.7948656e-06,-0.20256394,0.16392079,-0.00011289022,0.080559106,0.91556742,3.0115504,3352.7524,3351.4721,3351.6592,3352.1349,3353.4151,3353.2281,29.491616,29.475729,29.47805,29.483954,29.49984,29.497519,0.043933194,-0.00056258299,0,3,-0.122,0.878,-0.0030591123,-4.7573892e-05,9.7942405,1,1,1,1,1,1
