0,0.00112741074565359,0.00112741074565359,0.00112741074565359,0,0,0,0,0,0,0,0,0,5530.42675089653,5530.11785658693,5530.09968633343,5529.89981354487,5530.20870785446,5530.22687810797,56.5152728940798,56.5114396975446,56.5112142153954,56.508733911755,56.5125671082902,56.5127925904394,-0,0,0,3,0,0,0.00112741074565359,0.00112741074565359,9.81112741074565,0,0,0,0,0,0
0.01,0.00754332737079895,0.00756548307517003,0.0075470835224538,-9.99943163645583e-09,1.92348670135991e-08,-5.09347638239424e-10,1.1846952007834e-09,6.14798081959678e-10,-0.0423526795639803,1.45151906953476e-12,-1.67606985454839e-12,0,5545.81541427241,5543.74835380852,5545.69355814265,5546.42241416898,5548.48947463287,5546.54427029874,56.7062371472304,56.6805861437571,56.7047249843971,56.7137696586044,56.7394206620777,56.7152818214377,6.33766021370119e-09,0.0127999877734811,0,3,0.04,0,0.00754644427598301,0.00754708098761599,5.58227932883004,0.625,0.625,0.625,0.625,0.625,0.625
0.02,-0.00277147201617718,-0.00249933939558291,-0.00271449104028257,-2.45229560650061e-07,9.1939612485266e-07,-1.24971136054835e-08,5.88233572748136e-08,1.59279556300221e-08,-0.0181191994784529,9.20613175045852e-11,1.91025424429237e-11,0,5557.30706820734,5558.06195069123,5562.2332423113,5566.84202423406,5566.08714175016,5561.91585013009,56.8488418073977,56.8582094546216,56.909972727977,56.9671649984371,56.9577973512132,56.9060340778578,1.5791470798788e-07,0.0255994047604446,0,3,0.0799999999999979,0,-0.0027185278528591,-0.00271339184753257,12.2306365789954,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
0.03,0.00391739692305202,0.00495832944552363,0.0040570299876302,-1.31358529843967e-06,5.86136039026862e-06,-6.70484710669951e-08,2.59550709832783e-07,7.22078822404455e-08,0.0402444685920829,2.05826161870704e-09,5.42101864876736e-10,0.000116996464341056,5563.39424002378,5562.31029451325,5568.39637175414,5573.8285920893,5574.91253759983,5568.82646035893,56.9243800261066,56.9109289004423,56.9864535361132,57.0538641925109,57.0673153181752,56.9917906825044,5.83504599773126e-07,0.0383979090116035,0,3,0.12,0,0.00406309746875596,0.00406321923515844,15.6504313618432,0.947265625,0.947265625,0.947265625,0.947265625,0.947265625,0.947265625
0.04,0.000380083508876546,0.00296563791168828,0.000608068199501988,-3.2055409440054e-06,2.13464670300334e-05,-1.64109380764192e-07,1.73069237800179e-07,1.32896953252615e-07,0.118476913718359,1.56166313509901e-08,3.42055465011454e-09,0.000896536784726374,5523.15095940863,5523.02970563506,5531.13116320125,5539.13463557501,5539.25588934858,5531.15443178238,56.4249846049914,56.4234799170438,56.5240142360922,56.6233326165866,56.6248373045341,56.5243029854857,6.4210991317555e-07,0.0512008044352417,0,3,0.16,0,0.000680221605574849,0.000623522472627191,17.6338649349099,0.980224609375,0.980224609375,0.980224609375,0.980224609375,0.980224609375,0.980224609375
0.05,-0.00158379854683028,0.00353795839891105,-0.00124510589187625,-6.19807020279371e-06,5.59871317597129e-05,-3.1865857209343e-07,-2.06946495525163e-06,8.75074428048e-08,0.20974459173546,7.17466688520403e-08,1.24046780668621e-08,0.00252834009327613,5467.60089672566,5468.00942781913,5478.01818996884,5488.22765434734,5487.81912325388,5477.81036110416,55.735641029555,55.7407106599217,55.8649135060166,55.9916069486169,55.9865373182502,55.8623344721553,-4.42317367097137e-07,0.0640230646117802,0,3,0.2,0,-0.00100075981462138,-0.00121704140473141,18.9355411795367,0.992584228515625,0.992584228515625,0.992584228515625,0.992584228515625,0.992584228515625,0.992584228515625
0.06,-0.00336026352591907,0.00545627809157784,-0.00293229185144111,-1.0273550960199e-05,0.000120578264811911,-5.31211538902998e-07,-1.07603361683696e-05,-1.77261855382193e-07,0.31033958189473,2.42251844640349e-07,3.36652633673547e-08,0.00512214539293553,5402.72838986995,5403.61704859069,5415.43009349456,5427.71578177134,5426.8271230506,5415.01407814674,54.9306114100808,54.9416391416496,55.0882320745378,55.2406902334377,55.2296625018688,55.0830695689806,-2.7344408963226e-06,0.076890274499109,0,3,0.239999999999998,0,-0.0023646590425514,-0.00289578977109088,19.8665903589133,0.997219085693359,0.997219085693359,0.997219085693359,0.997219085693359,0.997219085693359,0.997219085693359
0.07,-5.91079120815083e-05,0.0137434310768293,0.000409502916611452,-1.50589377160977e-05,0.000227769707878467,-7.8475283348937e-07,-3.3500383527204e-05,-6.82279260118969e-07,0.417880750018517,6.64894669492362e-07,7.58867283591917e-08,0.00875844340615017,5331.95383878995,5331.9354911672,5345.35967138978,5358.71792944074,5358.73627706349,5345.31209684091,54.0523408963312,54.0521132131341,54.2186993868482,54.3844675052211,54.3846951884182,54.2181090147041,-5.31453334444258e-06,0.0898379078300144,0,3,0.28,0,0.00148838290043164,0.000444397128987995,20.5645528125917,0.99895715713501,0.99895715713501,0.99895715713501,0.99895715713501,0.99895715713501,0.99895715713501
0.08,0.00131929720597484,0.0215021608165668,0.00179740527102944,-2.0063943704552e-05,0.00039149838143417,-1.05668210418065e-06,-8.18342933078991e-05,-1.3331603939514e-06,0.530570622282834,1.57306474842047e-06,1.49560074986055e-07,0.013497311241977,5255.22639629349,5254.83072464542,5269.78190167639,5284.44349782948,5284.83916947755,5269.88799244658,53.1001985045851,53.0952884523655,53.280823757525,53.4627655344669,53.4676755866866,53.2821402815271,-6.99576715594794e-06,0.102909022690939,0,3,0.32,0,0.00359109032164577,0.00183125738662771,21.0808129917995,0.999608933925629,0.999608933925629,0.999608933925629,0.999608933925629,0.999608933925629,0.999608933925629
0.09,0.00027203001873001,0.0283007851492475,0.000767950384873481,-2.52015350074659e-05,0.000626182784043197,-1.34511407550765e-06,-0.000171432398493768,-2.13986919178323e-06,0.646902182525631,3.3278330288197e-06,2.65968066599347e-07,0.0193824897597188,5173.69756447522,5173.58850108373,5189.9921270073,5206.27211570948,5206.38117910098,5189.9775531774,52.0884736979453,52.0871202854627,52.2906796263191,52.4927047020436,52.4940581145262,52.2904987736698,-8.82169204745481e-06,0.116149774512818,0,3,0.36,0,0.00348668778750497,0.000809142507159656,21.4439560758006,0.999853350222111,0.999853350222111,0.999853350222111,0.999853350222111,0.999853350222111,0.999853350222111
0.1,0.00106145110726622,0.0384344490455705,0.00158453286412532,-3.06020301733108e-05,0.000946542774474165,-1.65940598767174e-06,-0.000322183313905199,-3.22130365909785e-06,0.765547799438389,6.44968684849001e-06,4.36801739635783e-07,0.0264436161501805,5089.45875776429,5089.13200430161,5106.84728172736,5124.30734608416,5124.63409954684,5106.91882212109,51.0431196982563,51.0390648801451,51.258901043971,51.4755701638559,51.4796249819671,51.2597888181412,-1.19177858289485e-05,0.129608543914828,0,3,0.399999999999998,0,0.0054416808201713,0.00163274479317892,21.6761854676319,0.999945006333292,0.999945006333292,0.999945006333292,0.999945006333292,0.999945006333292,0.999945006333292
0.11,0.000979247037086149,0.0491972120020479,0.00153584116503799,-3.6322433588189e-05,0.00136753594379929,-2.00544390107978e-06,-0.000558134620466183,-4.66677279998367e-06,0.885319373833657,1.16482591322677e-05,6.74229659253696e-07,0.0346977738860755,5002.85430008628,5002.54794293381,5021.48288715877,5040.17050020523,5040.4768573577,5021.54191313275,49.9684093627306,49.9646076508216,50.1995791616049,50.4314814380675,50.4352831499765,50.2003116391932,-1.60146642399864e-05,0.143334388701386,0,3,0.44,0,0.00672470576086139,0.00159324800607557,21.7887454246444,0.999979377374984,0.999979377374984,0.999979377374984,0.999979377374984,0.999979377374984,0.999979377374984
0.12,-0.00107769424765787,0.0594635843880372,-0.000476779985039729,-4.24681345434781e-05,0.00190397343133105,-2.39191215849654e-06,-0.000906992206735294,-6.62000454084682e-06,1.0051547539743,1.98488902071194e-05,9.90908284990443e-07,0.0441508042211326,4914.50572029224,4914.75956632204,4934.84755077812,4955.01261261427,4954.75876658446,4934.67078212839,48.8720554985138,48.8752055783039,49.1244856395577,49.3747221857226,49.3715721059325,49.1222920446787,-2.17010107254746e-05,0.157372461724299,0,3,0.48,0,0.00620863717661341,-0.000407614689276376,21.7931362065464,0.999992266515619,0.999992266515619,0.999992266515619,0.999992266515619,0.999992266515619,0.999992266515619
0.13,0.00328403127045122,0.0775799852055341,0.00392140547967192,-4.90830064712724e-05,0.00257037914971164,-2.82478981428064e-06,-0.00139957645027984,-9.17945573734934e-06,1.12411266187156,3.22146729341944e-05,1.40005272406549e-06,0.0547985355842593,4827.1601948123,4826.21603215236,4847.26259349816,4867.67742858801,4868.62159124795,4847.57502990215,47.7881489478345,47.7764324450555,48.0376078811943,48.2909439663955,48.3026604691745,48.0414850330357,-2.85539368344758e-05,0.171763398204798,0,3,0.52,0,0.0122429378472334,0.00398937725754705,21.709824658943,0.999997099943357,0.999997099943357,0.999997099943357,0.999997099943357,0.999997099943357,0.999997099943357
0.14,-0.0023669095512062,0.0870567803874704,-0.00168090216758946,-5.60995733712233e-05,0.00338084241559933,-3.30476306603463e-06,-0.00206910684114893,-1.23289129036435e-05,1.2413693811321,5.01633132966941e-05,1.91538302866753e-06,0.0666279752208121,4737.67621036313,4738.27651319235,4760.36270781244,4782.72013678886,4782.11983395964,4760.03363933955,46.6777053802632,46.685154784974,46.9592314580119,47.2366739897357,47.2292245850248,46.9551479119869,-3.54190617154523e-05,0.18654136583865,0,3,0.559999999999998,0,0.00834518224189237,-0.00159126371633084,21.5341645237962,0.999998912478759,0.999998912478759,0.999998912478759,0.999998912478759,0.999998912478759,0.999998912478759
0.15,-0.00749640878029015,0.0983525721378616,-0.00676304929166541,-6.37217925161743e-05,0.00434854046191316,-3.84683647457993e-06,-0.00294997342009326,-1.63611073652679e-05,1.35621488521209,7.53784074281976e-05,2.55094265729773e-06,0.0796184662719638,4649.12666517047,4651.12783358498,4674.17282874588,4698.30819189622,4696.3070234817,4673.26202832081,45.5788576537584,45.6036909756897,45.8896657989908,46.1891714471386,46.1643381252073,45.8783633019061,-4.54796971360278e-05,0.201728536195216,0,3,0.600000000000001,0,0.00503267959219626,-0.00667799697631286,21.2880548887724,0.999999592179535,0.999999592179535,0.999999592179535,0.999999592179535,0.999999592179535,0.999999592179535
0.16,-0.00563746503972009,0.117840539306827,-0.00494099378982637,-7.14813045290761e-05,0.00548645102752345,-4.43219281002445e-06,-0.00407788110150973,-2.06808101933875e-05,1.46804775882169,0.000109814755231902,3.32121820786253e-06,0.0937428005449897,4563.54333383845,4565.03936631967,4588.8624888854,4613.48238100452,4611.9863485233,4588.16322595757,44.5168188950468,44.5353837774207,44.8310147037302,45.1365330711372,45.1179681887633,44.8223372624537,-4.96596550536111e-05,0.217348858047673,0,3,0.640000000000001,0,0.00867205251555305,-0.0049274811339509,20.9887494561057,0.999999847067325,0.999999847067325,0.999999847067325,0.999999847067325,0.999999847067325,0.999999847067325
0.17,0.00512234940002132,0.147344388314972,0.00568587995619762,-7.83263982601466e-05,0.00680720845366114,-5.01153244369985e-06,-0.00548904282639079,-2.37281929330286e-05,1.57636891037903,0.000155699322082718,4.24007293321102e-06,0.108968274406857,4481.81802157829,4480.38284764963,4504.78100431854,4528.26327685972,4529.69845078838,4505.30029411947,43.5026558817916,43.4848462182274,43.7876129792334,44.0790141573975,44.0968238209617,43.7940570599557,-3.78002855626087e-05,0.233418287174257,0,3,0.680000000000001,0,0.0210715694846677,0.00561760486347596,20.6483961752744,0.999999942650247,0.999999942650247,0.999999942650247,0.999999942650247,0.999999942650247,0.999999942650247
